2026-05-27T00:02:24.133+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] s.w.s.h.LoggingWebSocketHandlerDecorator : WebSocketServerSockJsSession[id=dfn5kxfa] closed with CloseStatus[code=1001, reason=null]
2026-05-27T00:02:24.147+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.w.s.m.SubProtocolWebSocketHandler    : Clearing session dfn5kxfa
2026-05-27T00:06:53.928+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] org.hibernate.SQL                        : select o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type from offres o1_0 join users e1_0 on e1_0.id=o1_0.entreprise_id left join user_roles r1_0 on e1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where o1_0.id=?
2026-05-27T00:06:53.946+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] org.hibernate.SQL                        : select o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type from offres o1_0 join users e1_0 on e1_0.id=o1_0.entreprise_id left join user_roles r1_0 on e1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where o1_0.id=?
2026-05-27T00:06:53.965+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] org.hibernate.SQL                        : select o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type from offres o1_0 join users e1_0 on e1_0.id=o1_0.entreprise_id left join user_roles r1_0 on e1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where o1_0.id=?
2026-05-27T00:06:53.989+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/stages/mon-stage
2026-05-27T00:06:54.013+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/rapports/mes-rapports
2026-05-27T00:06:54.049+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/notifications
2026-05-27T00:06:54.054+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.065+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/cv/info
2026-05-27T00:06:54.068+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.081+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/rapports/mes-rapports
2026-05-27T00:06:54.082+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select r1_0.id,r1_0.commentaire_encadrant_academique,r1_0.commentaire_encadrant_entreprise,r1_0.contenu,r1_0.date_depot,r1_0.date_validation,r1_0.semaine,r1_0.stage_id,r1_0.statut,r1_0.titre,r1_0.type from rapports r1_0 join stages s1_0 on s1_0.id=r1_0.stage_id join candidatures c1_0 on c1_0.id=s1_0.candidature_id join users e1_0 on e1_0.id=c1_0.etudiant_id where e1_0.email=? order by r1_0.date_depot desc
2026-05-27T00:06:54.083+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.085+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.086+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.112+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.119+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /ws/info?t=1779833213739
2026-05-27T00:06:54.129+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/notifications
2026-05-27T00:06:54.124+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /api/stages/mon-stage
2026-05-27T00:06:54.132+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2026-05-27T00:06:54.135+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /ws/info?t=1779833213739
2026-05-27T00:06:54.135+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/cv/info
2026-05-27T00:06:54.144+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.144+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.144+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.w.s.s.s.WebSocketHandlerMapping      : Mapped to org.springframework.web.socket.sockjs.support.SockJsHttpRequestHandler@63ce19a
2026-05-27T00:06:54.162+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.w.s.s.t.h.DefaultSockJsService       : Processing transport request: GET http://localhost:8081/ws/info?t=1779833213739
2026-05-27T00:06:54.163+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.164+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.164+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.165+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.170+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select s1_0.id,s1_0.candidature_id,c1_0.id,c1_0.commentaire_entreprise,c1_0.date_entretien,c1_0.date_postulation,c1_0.etudiant_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,c1_0.lieu_entretien,c1_0.message_motivation,c1_0.offre_id,o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type,c1_0.statut,s1_0.commentaire_soutenance,s1_0.convention_signee_encadrant_entreprise,s1_0.convention_signee_entreprise,s1_0.created_at,s1_0.date_debut,s1_0.date_fin,s1_0.date_signature_convention,s1_0.date_soutenance,s1_0.duree_semaines,ea1_0.id,ea1_0.adresse,ea1_0.carte_etudiant,ea1_0.created_at,ea1_0.cv_file_name,ea1_0.cv_file_path,ea1_0.cv_uploaded_at,ea1_0.email,ea1_0.email_verified,ea1_0.enabled,ea1_0.first_login,ea1_0.matricule_fiscal,ea1_0.niveau,ea1_0.nom,ea1_0.password,ea1_0.prenom,ea1_0.raison_sociale,ea1_0.reset_token,ea1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,ea1_0.secteur,ea1_0.specialite,ea1_0.telephone,ea1_0.universite,ea1_0.verification_code,ea1_0.verification_code_expiry,ea1_0.ville,ee1_0.id,ee1_0.adresse,ee1_0.carte_etudiant,ee1_0.created_at,ee1_0.cv_file_name,ee1_0.cv_file_path,ee1_0.cv_uploaded_at,ee1_0.email,ee1_0.email_verified,ee1_0.enabled,ee1_0.first_login,ee1_0.matricule_fiscal,ee1_0.niveau,ee1_0.nom,ee1_0.password,ee1_0.prenom,ee1_0.raison_sociale,ee1_0.reset_token,ee1_0.reset_token_expiry,r2_0.user_id,r2_1.id,r2_1.name,ee1_0.secteur,ee1_0.specialite,ee1_0.telephone,ee1_0.universite,ee1_0.verification_code,ee1_0.verification_code_expiry,ee1_0.ville,s1_0.mission_definie,s1_0.mission_description,s1_0.objectifs,s1_0.semaine_actuelle,s1_0.soutenance_autorisee,s1_0.statut from stages s1_0 join candidatures c1_0 on c1_0.id=s1_0.candidature_id left join users e1_0 on e1_0.id=c1_0.etudiant_id left join offres o1_0 on o1_0.id=c1_0.offre_id left join users ea1_0 on ea1_0.id=s1_0.encadrant_academique_id left join user_roles r1_0 on ea1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id left join users ee1_0 on ee1_0.id=s1_0.encadrant_entreprise_id left join user_roles r2_0 on ee1_0.id=r2_0.user_id left join roles r2_1 on r2_1.id=r2_0.role_id where s1_0.id=?
2026-05-27T00:06:54.173+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] org.hibernate.SQL                        : select n1_0.id,n1_0.date,n1_0.lu,n1_0.message,n1_0.objet,n1_0.user_id from notifications n1_0 left join users u1_0 on u1_0.id=n1_0.user_id where u1_0.email=? order by n1_0.date desc
2026-05-27T00:06:54.189+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /api/stages/mon-stage
2026-05-27T00:06:54.193+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select s1_0.id,s1_0.candidature_id,s1_0.commentaire_soutenance,s1_0.convention_signee_encadrant_entreprise,s1_0.convention_signee_entreprise,s1_0.created_at,s1_0.date_debut,s1_0.date_fin,s1_0.date_signature_convention,s1_0.date_soutenance,s1_0.duree_semaines,s1_0.encadrant_academique_id,s1_0.encadrant_entreprise_id,s1_0.mission_definie,s1_0.mission_description,s1_0.objectifs,s1_0.semaine_actuelle,s1_0.soutenance_autorisee,s1_0.statut from stages s1_0 left join candidatures c1_0 on c1_0.id=s1_0.candidature_id left join users e1_0 on e1_0.id=c1_0.etudiant_id where e1_0.email=?
2026-05-27T00:06:54.198+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 left join user_roles r1_0 on u1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where u1_0.id=?
2026-05-27T00:06:54.198+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select c1_0.id,c1_0.commentaire_entreprise,c1_0.date_entretien,c1_0.date_postulation,c1_0.etudiant_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,c1_0.lieu_entretien,c1_0.message_motivation,c1_0.offre_id,o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,e2_0.id,e2_0.adresse,e2_0.carte_etudiant,e2_0.created_at,e2_0.cv_file_name,e2_0.cv_file_path,e2_0.cv_uploaded_at,e2_0.email,e2_0.email_verified,e2_0.enabled,e2_0.first_login,e2_0.matricule_fiscal,e2_0.niveau,e2_0.nom,e2_0.password,e2_0.prenom,e2_0.raison_sociale,e2_0.reset_token,e2_0.reset_token_expiry,e2_0.secteur,e2_0.specialite,e2_0.telephone,e2_0.universite,e2_0.verification_code,e2_0.verification_code_expiry,e2_0.ville,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type,c1_0.statut from candidatures c1_0 join users e1_0 on e1_0.id=c1_0.etudiant_id left join user_roles r1_0 on e1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id join offres o1_0 on o1_0.id=c1_0.offre_id left join users e2_0 on e2_0.id=o1_0.entreprise_id where c1_0.id=?
2026-05-27T00:06:54.204+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] o.s.security.web.FilterChainProxy        : Securing GET /api/stages/mon-stage
2026-05-27T00:06:54.229+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/messaging/conversations
2026-05-27T00:06:54.244+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.245+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 left join user_roles r1_0 on u1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where u1_0.id=?
2026-05-27T00:06:54.249+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 left join user_roles r1_0 on u1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where u1_0.id=?
2026-05-27T00:06:54.257+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.259+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:06:54.266+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:06:54.288+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] o.s.security.web.FilterChainProxy        : Secured GET /api/stages/mon-stage
2026-05-27T00:06:54.288+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/messaging/conversations
2026-05-27T00:06:54.289+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] org.hibernate.SQL                        : select s1_0.id,s1_0.candidature_id,s1_0.commentaire_soutenance,s1_0.convention_signee_encadrant_entreprise,s1_0.convention_signee_entreprise,s1_0.created_at,s1_0.date_debut,s1_0.date_fin,s1_0.date_signature_convention,s1_0.date_soutenance,s1_0.duree_semaines,s1_0.encadrant_academique_id,s1_0.encadrant_entreprise_id,s1_0.mission_definie,s1_0.mission_description,s1_0.objectifs,s1_0.semaine_actuelle,s1_0.soutenance_autorisee,s1_0.statut from stages s1_0 left join candidatures c1_0 on c1_0.id=s1_0.candidature_id left join users e1_0 on e1_0.id=c1_0.etudiant_id where e1_0.email=?
2026-05-27T00:06:54.291+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] org.hibernate.SQL                        : select c1_0.id,c1_0.commentaire_entreprise,c1_0.date_entretien,c1_0.date_postulation,c1_0.etudiant_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,c1_0.lieu_entretien,c1_0.message_motivation,c1_0.offre_id,o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,e2_0.id,e2_0.adresse,e2_0.carte_etudiant,e2_0.created_at,e2_0.cv_file_name,e2_0.cv_file_path,e2_0.cv_uploaded_at,e2_0.email,e2_0.email_verified,e2_0.enabled,e2_0.first_login,e2_0.matricule_fiscal,e2_0.niveau,e2_0.nom,e2_0.password,e2_0.prenom,e2_0.raison_sociale,e2_0.reset_token,e2_0.reset_token_expiry,e2_0.secteur,e2_0.specialite,e2_0.telephone,e2_0.universite,e2_0.verification_code,e2_0.verification_code_expiry,e2_0.ville,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type,c1_0.statut from candidatures c1_0 join users e1_0 on e1_0.id=c1_0.etudiant_id left join user_roles r1_0 on e1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id join offres o1_0 on o1_0.id=c1_0.offre_id left join users e2_0 on e2_0.id=o1_0.entreprise_id where c1_0.id=?
2026-05-27T00:06:54.308+02:00 DEBUG 13924 --- [http-nio-8081-exec-11] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 left join user_roles r1_0 on u1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where u1_0.id=?
2026-05-27T00:06:54.316+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
